ProperName,PopularName,ProperName_Score,PopularName_Score,MHSAA_SchoolId,SchoolInfo_Index,School_Name,City
manchester high school,Manchester,88,58,4439,1047,rochester high school,ROCHESTER HILLS
adams high school,Rochester Adams,88,62,4441,588,ida high school,IDA
brimley area high school,Brimley,88,46,4448,144,brimley area school,BRIMLEY
lapeer west high school,Lapeer West,88,54,4453,699,lapeer high school,LAPEER
cooley high school,Detroit Cooley,88,59,4459,268,cody high school,DETROIT
east jackson high school,East Jackson,88,71,4466,619,jackson high school,JACKSON
morenci area high school,Morenci,88,38,4484,850,morrice area high school,MORRICE
morrice high school,Morrice,88,45,4486,850,morrice area high school,MORRICE
hesperia community high school,Hesperia,88,53,4521,563,homer community high school,HOMER
rogers high school,Wyoming Rogers,88,55,4551,1050,rogers city high school,ROGERS CITY
lapeer east high school,Lapeer East,88,48,4553,699,lapeer high school,LAPEER
wyoming park high school,Wyoming Park,88,48,4566,1306,wyoming high school,WYOMING
godwin heights high school,Wyoming Godwin Heights,88,54,4573,467,godwin heights senior high school,GRAND RAPIDS
kensington woods high school,Howell Kensington Woods,88,60,4638,660,kensington woods schools,Lakeland
detroit community high school,Detroit Community,88,62,4659,16,adrian community high school,ADRIAN
zoe christian academy,St Clair Shores Zoe Christian Academy,88,63,5388,1420,novi christian academy,NOVI
fremont christian school,Fremont Christian School,88,76,5448,1365,freedom christian school,PITTSFORD
bates academy,Bates Academy,88,80,5567,10,aces academy,ALPENA
summit academy north middle school,Romulus Summit Academy North MS,88,60,5641,1138,summit academy north high school,ROMULUS
crossroads charter academy 7th/8th,Big Rapids Crossroads 7th/8th,88,48,5649,312,crossroads charter academy 712,BIG RAPIDS
zoe christian academy,Warren Zoe Christian Academy,88,72,7401,1420,novi christian academy,NOVI
traverse city home school,Traverse City Home School (MI),88,65,8769,1175,traverse city high school,TRAVERSE CITY
new high school,New HS,88,30,8871,879,newaygo high school,Newaygo
genesee academy 7/8,Swartz Creek Genesee 7/8,88,50,8920,1366,genesee academy,SWARTZ CREEK
alta high school,Alta,88,36,9052,38,almont high school,ALMONT
eastern christian academy,Eastern Christian Academy (MD),88,74,9131,1460,washtenaw christian academy,SALINE
roeper high school,Bloomfield Hills Roeper,87,63,3841,1047,rochester high school,ROCHESTER HILLS
st patrick high school,Portland St Patrick,87,51,3942,1447,st patrick school,PORTLAND
grand blanc high school,Grand Blanc,87,50,3980,474,grand haven high school,GRAND HAVEN
new buffalo high school,New Buffalo,87,44,3985,872,new buffalo senior high school,NEW BUFFALO
marenisco high school,Marenisco,87,54,4027,785,marion high school,Marion
bellaire high school,Bellaire,87,55,4037,94,bellaire middlehigh school,BELLAIRE
capac high school,Capac,87,50,4061,174,capac jrsr high school,MUSSEY
trinity catholic high school,Harper Woods Trinity,87,58,4072,1320,austin catholic high school,CHESTERFIELD
suttons bay high school,Suttons Bay,87,52,4133,1141,suttons bay senior high school,Suttons Bay
detroit international academy,Detroit International Academy,87,80,4153,1123,star international academy,DEARBORN HEIGHTS
lake orion high school,Lake Orion,87,56,4166,683,laker high school,PIGEON
st mary high school,Lake Leelanau St Mary,87,50,4261,1116,st clair high school,SAINT CLAIR
atlanta high school,Atlanta,87,39,4266,527,hartland high school,HARTLAND
pellston high school,Pellston,87,57,4340,973,pellston middlehigh school,PELLSTON
luther l wright high school,Ironwood,87,42,4347,757,luther l wright k12 school,IRONWOOD
mt pleasant high school,Mount Pleasant,87,47,4354,856,mt pleasant senior high school,MOUNT PLEASANT
west ottawa high school,Holland West Ottawa,87,47,4417,1272,west ottawa high school campus,Holland
greenhills high school,Ann Arbor Greenhills,87,49,4423,1372,greenhills school,ANN ARBOR
flint northern high school,Flint Northern,87,48,4442,903,northern high school,GRAND RAPIDS
mendon high school,Mendon,87,67,4492,811,menominee high school,MENOMINEE
engadine high school,Engadine,87,58,4525,461,gladwin high school,GLADWIN
erie-mason high school,Erie Mason,87,56,4531,798,mason high school,MASON
davinci institute,Jackson daVinci Institute,87,64,4636,314,da vinci institute 612,JACKSON
north christian school,North Christian School,87,77,4771,1419,nottawa christian school,STURGIS
riverside academy-west,Riverside Academy-West,87,77,5277,1039,riverside academy,DUNDEE
living god christian school,Living God Christian School,87,76,5492,1398,livingston christian schools,BRICHTON
copper country christian,Copper Country Christian,87,76,5509,1344,copper country christian school,CALUMET
st martha school,St Martha School,87,67,5674,1445,st mary school,LAKE LEELANAU
central catholic high school,Pittsburgh Central Catholic (PA),87,51,6323,1462,west catholic high school,GRAND RAPIDS
penn hills high school,Pittsburgh Penn Hills (PA),87,43,6324,658,kenowa hills high school,GRAND RAPIDS
richard middle school,Detroit Richard MS,87,55,7414,524,hart middle school,ROCHESTER HILLS
stewart middle school,Detroit Stewart,87,54,7415,524,hart middle school,ROCHESTER HILLS
hudsonville home school,Hudsonville Home School (MI),87,67,8768,577,hudsonville high school,HUDSONVILLE
hanover high school,Hanover HS,87,42,9228,1296,windover high school,MIDLAND
cass city high school,Cass City,86,52,3839,85,beal city high school,MOUNT PLEASANT
fitzgerald high school,Warren Fitzgerald,86,50,3880,412,fitzgerald senior high school,WARREN
ubly high school,Ubly,86,27,3883,106,berkley high school,BERKLEY
muskegon catholic central high school,Muskegon Catholic Central,86,88,3888,1340,catholic central high school,NOVI
weston preparatory academy,Detroit Weston Preparatoy Academy,86,64,3907,639,joy preparatory academy,DETROIT
algonac high school,Algonac,86,45,3914,38,almont high school,ALMONT
robichaud high school,Dearborn Heights Robichaud,86,66,3916,1044,robichaud senior high school,DEARBORN HEIGHTS
lansing christian high school,Lansing Christian,86,59,3936,1456,unity christian high school,HUDSONVILLE
ecorse high school,Ecorse,86,44,3945,251,clare high school,CLARE
calvin christian high school,Grandville Calvin Christian,86,73,4018,1346,covenant christian high school,GRAND RAPIDS
marquette high school,Marquette,86,50,4033,788,marquette senior high school,MARQUETTE
pennfield high school,Battle Creek Pennfield,86,57,4036,974,pennfield senior high school,BATTLE CREEK
vassar high school,Vassar,86,60,4096,399,evart high school,EVART
all saints catholic high school,Bay City All Saints,86,57,4097,1320,austin catholic high school,CHESTERFIELD
posen high school,Posen,86,36,4105,39,alpena high school,ALPENA
hancock high school,Hancock,86,55,4110,510,hancock middlehigh school,HANCOCK
charlotte high school,Charlotte,86,50,4116,193,caro high school,CARO
chadsey high school,Detroit Chadsey,86,60,4119,55,ashley high school,Ashley
st philip catholic central high school,Battle Creek St Philip,86,59,4173,1444,st mary catholic central high school,MONROE
st florian high school,Hamtramck St Florian,86,54,4175,1121,st louis high school,SAINT LOUIS
traverse city central high school,Traverse City Central,86,59,4193,1175,traverse city high school,TRAVERSE CITY
whitehall high school,Whitehall,86,43,4205,1290,whitehall senior high school,WHITEHALL
montabella high school,Blanchard Montabella,86,46,4234,844,montague high school,MONTAGUE
airport high school,Carleton Airport,86,47,4240,193,caro high school,CARO
aquinas high school,Southgate Aquinas,86,49,4242,1017,quincy high school,QUINCY
taylor center high school,Taylor Center,86,69,4293,161,byron center high school,BYRON CENTER
st charles high school,St Charles,86,46,4294,1116,st clair high school,SAINT CLAIR
l'anse high school,L'Anse,86,29,4300,251,clare high school,CLARE
cesar chavez academy high school,Detroit Cesar Chavez Academy,86,60,4303,223,cesar chavez high school,DETROIT
fennville high school,Fennville,86,46,4319,316,dansville high school,DANSVILLE
waldron high school,Waldron,86,46,4374,17,adrian high school,ADRIAN
southfield high school,Southfield,86,49,4376,748,litchfield high school,LITCHFIELD
dondero high school,Royal Oak Dondero,86,53,4379,842,monroe high school,MONROE
martin luther king high school,Detroit Martin Luther King,86,51,4384,794,martin luther king jr senior high school,DETROIT
harbor beach high school,Harbor Beach,86,54,4398,514,harbor high school,WHITE LAKE
tri county area high school,Howard City Tri County,86,60,4403,1178,tri county senior high school,HOWARD CITY
newberry high school,Newberry,86,50,4438,976,perry high school,PERRY
manistee catholic central high school,Manistee Catholic Central,86,68,4452,1340,catholic central high school,NOVI
munising high school,Munising,86,45,4454,1188,union high school,GRAND RAPIDS
st alphonsus high school,Dearborn St Alphonsus,86,54,4455,1121,st louis high school,SAINT LOUIS
vestaburg high school,Vestaburg,86,42,4467,1217,vicksburg high school,VICKSBURG
mesick high school,Mesick,86,36,4482,1404,mercy high school,FARMINGTON HILLS
lathrup high school,Southfield-Lathrup,86,49,4511,73,bath high school,Bath
charlevoix high school,Charlevoix,86,48,4540,228,charlevoix middle high school,CHARLEVOIX
dominican high school,Detroit Dominican,86,49,4541,934,omni high school,Carrollton
truman high school,Taylor Truman,86,48,4552,485,grant high school,GRANT
hope christian academy,Westland Hope Christian Academy,86,74,4558,1420,novi christian academy,NOVI
wayland union high school,Wayland,86,46,4565,1259,wayland high school,WAYLAND
commerce high school,Detroit Commerce,86,51,4623,1404,mercy high school,FARMINGTON HILLS
agape christian academy,Canton Agape Christian,86,56,4635,1377,heritage christian academy,KALAMAZOO
mackinac island middle school,Mackinac Island MS,86,70,4753,759,mackinac island school,Mackinac Island
evangel christian academy,Evangel Christian Academy,86,75,5383,1377,heritage christian academy,KALAMAZOO
burton international academy,Burton International ,86,67,5557,439,frontier international academy,DETROIT
university preparatory academy middle school,University Preparatory Academy School,86,79,5685,1197,university preparatory academy psad high school,DETROIT
beecher middle school,Beecher MS,86,48,5697,1033,reuther middle school,ROCHESTER HILLS
peabody high school,Pittsburgh Peabody (PA),86,41,6166,268,cody high school,DETROIT
plum high school,Pittsburgh Plum (PA),86,44,6319,169,calumet high school,CALUMET
linsley high school,Wheeling Linsley (WV),86,45,6818,55,ashley high school,Ashley
phoenix high school,Kalamazoo Phoenix,86,56,7343,934,omni high school,Carrollton
st joseph school,St Joseph School,86,70,7403,1119,st joseph high school,SAINT JOSEPH
fairview high school,Fairview (PA),86,57,8266,403,fairview school,FAIRVIEW
brooke high school,Wellsburg Brooke (WV),86,42,8368,106,berkley high school,BERKLEY
munising baptist ms,Munising Baptist MS,86,71,9184,1410,munising baptist school,WETMORE
hanley international academy,Hanley International Academy,86,78,9230,600,international academy,BLOOMFIELD HILLS
north central academy,Mancelona North Central Academy,86,64,9641,891,north central academy campus,MANCELONA
american international academy,Inkster American International Academy,86,75,9758,1123,star international academy,DEARBORN HEIGHTS
american international academy,American International Academy MS,86,74,9759,1123,star international academy,DEARBORN HEIGHTS
richmond high school,Richmond,85,43,3848,143,brighton high school,BRIGHTON
university liggett high school,Grosse Pointe Woods University Liggett,85,52,3860,1195,university high school,FERNDALE
black river high school,Holland Black River,85,49,3865,683,laker high school,PIGEON
cadillac high school,Cadillac,85,50,4059,165,cadillac senior high school,CADILLAC
manistee high school,Manistee,85,47,4063,776,manistee middle high school,MANISTEE
lumen christi high school,Jackson Lumen Christi,85,55,4113,1400,lumen christi catholic school,JACKSON
edwin denby high school,Detroit Denby,85,50,4157,331,denby high school,Detroit
kettering high school,Detroit Kettering,85,50,4178,373,eastern high school,ADA
allen academy high school,Detroit Allen Academy,85,67,4185,765,madison academy high school,Burton
dundee high school,Dundee,85,40,4231,707,lee high school,Wyoming
st clement high school,Center Line St Clement,85,55,4246,53,ascent high school,BAD AXE
beaverton high school,Beaverton,85,50,4327,373,eastern high school,ADA
camden-frontier high school,Camden-Frontier,85,60,4348,171,camdenfrontier k12 school,CAMDEN
mason county eastern high school,Mason County Eastern,85,62,4365,797,mason county eastern junior highhigh school,CUSTER
holland christian high school,Holland Christian,85,68,4431,1346,covenant christian high school,GRAND RAPIDS
pentwater high school,Pentwater,85,50,4520,373,eastern high school,ADA
freeland high school,Freeland,85,43,4523,527,hartland high school,HARTLAND
new hope christian school,Camden New Hope Christian,85,56,4619,1412,new covenant christian school,LANSING
covered bridge high school,Centreville Covered Bridge,85,58,4639,956,oxford bridges high school,OXFORD
davis aerospace technical high school,Detroit Davis Aerospace,85,51,4644,319,davis aerospace technical high school at golightly,DETROIT
eastland middle school,Eastland MS,85,45,5124,1271,west middle school,ROCHESTER HILLS
pansophia academy 6/7/8,Coldwater Pansophia 6/7/8 ,85,51,5756,960,pansophia academy,COLDWATER
kiski area high school,Vandergrift Kiski Area (PA),85,49,6167,669,kingsley area high school,KINGSLEY
hillsdale academy 6/7/8,Hillsdale Academy 6/7/8,85,75,7404,1378,hillsdale academy,HILLSDALE
casman academy,Manistee-Casman Academy,85,60,8228,177,caps academy,COOPERSVILLE
wheeling park high school,Wheeling Park (WV),85,43,8270,532,hazel park high school,HAZEL PARK
iowa school for the deaf,Iowa School For The Deaf (IA),85,60,8384,828,michigan school for the deaf,FLINT
morgantown high school,Morgantown (WV),85,44,8393,172,canton high school,CANTON
capitol city baptist,Capitol City Baptist,85,72,8982,1337,capitol city baptist school,HOLT
bridge academy-west,Bridge Academy-West,85,73,9135,138,bridge academy,HAMTRAMCK
corpus christi catholic school,Corpus Christi Catholic School,85,75,9174,1400,lumen christi catholic school,JACKSON
state line christian,State Line Christian,85,72,9223,1448,state line christian school,TEMPERANCE
stem academy,STEM Academy,85,64,9661,1130,strive academy,SAINT JOHNS
westside christian academy,Detroit Westside Christian,84,54,3847,1463,west highland christian academy,MILFORD
cousino high school,Warren Cousino,84,55,3851,261,clinton high school,CLINTON
bradford academy high school,Southfield Bradford Academy,84,67,3876,765,madison academy high school,Burton
mt carmel high school,Wyandotte Mt Carmel,84,49,3890,251,clare high school,CLARE
mason county central high school,Mason County Central,84,79,3894,796,mason county central hs,SCOTTVILLE
bethesda christian high school,Sterling Heights Bethesda Christian,84,62,3904,1439,south christian high school,BYRON CENTER
marshall academy high school,Marshall Academy,84,88,3925,765,madison academy high school,Burton
chassell high school,Chassell,84,52,3956,574,howell high school,HOWELL
romulus high school,Romulus,84,36,3998,1053,romulus senior high school,ROMULUS
waverly high school,Lansing Waverly,84,53,4011,106,berkley high school,BERKLEY
gateway high school,Grand Rapids Gateway,84,59,4022,879,newaygo high school,Newaygo
tekonsha high school,Tekonsha,84,58,4057,56,athens high school,Troy
inkster high school,Inkster,84,44,4136,373,eastern high school,ADA
baldwin community schools,Baldwin,84,46,4162,60,atlanta community schools,ATLANTA
pinckney high school,Pinckney,84,56,4207,1017,quincy high school,QUINCY
detroit central high school,Detroit Central,84,59,4257,1340,catholic central high school,NOVI
onsted high school,Onsted,84,40,4263,844,montague high school,MONTAGUE
providence christian high school,Fremont Providence Christian,84,55,4297,1346,covenant christian high school,GRAND RAPIDS
old redford preparatory high school,Detroit Old Redford,84,54,4309,47,arbor preparatory high school,Ypsilanti
arenac eastern high school,Arenac Eastern,84,53,4332,373,eastern high school,ADA
jackson christian school,Jackson Christian,84,59,4389,1469,zion christian school,BYRON CENTER
baraga area high school,Baraga,84,53,4458,159,byron area high school,BYRON
ypsilanti high school,Ypsilanti,84,46,4464,833,milan high school,MILAN
free soil high school,Free Soil,84,48,4577,1025,reese high school,Reese
wesleyan christian academy,North Branch Wesleyan,84,58,4586,1463,west highland christian academy,MILFORD
macomb christian high school,Center Line Macomb Christian,84,58,4599,1439,south christian high school,BYRON CENTER
harper creek middle school,Harper Creek MS,84,56,4757,517,harper creek high school,BATTLE CREEK
trillium academy 6/7/8,Trillium Academy 6/7/8,84,74,5278,1179,trillium academy,TAYLOR
wesleyan christian academy,Wesleyan Christian Academy,84,74,5309,1463,west highland christian academy,MILFORD
st joseph school ,Howell St Joseph School,84,63,5524,1119,st joseph high school,SAINT JOSEPH
our lady of the lake school,Our Lady of the Lake School,84,72,5585,1424,our lady of the lakes catholic school,WATERFORD
st michael's lutheran school,St Michael's Lutheran School,84,70,5745,1464,west michigan lutheran school,WYOMING
gateway high school,Monroeville Gateway (PA),84,65,6322,879,newaygo high school,Newaygo
parker middle school,Detroit Parker,84,50,7413,524,hart middle school,ROCHESTER HILLS
louisiana school for the deaf,Louisiana School for the Deaf (LA),84,71,8903,828,michigan school for the deaf,FLINT
owosso spring vale academy,Owosso Spring Vale Academy,84,76,8984,1441,spring vale academy,OWOSSO
new covenant christian 7/8,New Covenant Christian 7/8,84,73,9061,1412,new covenant christian school,LANSING
university prep science & math high school,Detroit University Prep Science & Math,84,53,9123,1199,university preparatory science and math psad high school,Detroit
wixom christian academy,Wixom Christian,84,70,9375,1420,novi christian academy,NOVI
battle creek academy high school,Battle Creek Academy,84,85,9377,75,battle creek central high school,BATTLE CREEK
avondale academy,Avondale Academy,84,77,9442,1421,oakdale academy,WATERFORD
martin luther high school,Lansing Martin Luther ,84,54,9447,793,martin high school,MARTIN
byron elementary school,Byron Elementary School,84,71,9753,1262,webb elementary school,FERNDALE
compass learning center,Compass Learning Center,84,71,9869,267,clio learning center,Clio
oakland international academy,Hamtramck Oakland International Academy,84,68,9928,600,international academy,BLOOMFIELD HILLS
st francis high school,Traverse City St Francis,83,59,3842,1133,sturgis high school,STURGIS
central academy high school,Ann Arbor Central Academy,83,65,3862,214,central high school,GRAND RAPIDS
boyne falls high school,Boyne Falls,83,50,3922,127,boyne falls public school,Boyne Falls
whitefish township community school,Paradise Whitefish Township,83,62,3924,1288,whitefish township school,PARADISE
michigan lutheran high school,St Joseph Michigan Lutheran,83,61,3930,1464,west michigan lutheran school,WYOMING
finney high school,Detroit Finney,83,48,3939,734,linden high school,LINDEN
flint central academy,Flint Central Academy,83,72,4083,213,central academy,ANN ARBOR
mackenzie high school,Detroit Mackenzie,83,50,4100,688,lakeview high school,LAKEVIEW
otsego baptist academy,Otsego Baptist,83,53,4120,1362,fostoria baptist academy,FOSTORIA
bloomingdale high school,Bloomingdale,83,47,4223,808,melvindale high school,MELVINDALE
muskegon heights high school,Muskegon Heights,83,70,4429,864,muskegon high school,MUSKEGON
john f kennedy high school,Taylor Kennedy,83,52,4451,634,john glenn high school,BAY CITY
benedictine high school,Detroit Benedictine,83,52,4476,98,bendle high school,BURTON
watersmeet high school,Watersmeet,83,53,4505,1246,watersmeet township school,Watersmeet
fairview  high school,Fairview,83,61,4537,403,fairview school,FAIRVIEW
onekama high school,Onekama,83,38,4556,606,ionia high school,IONIA
valley christian academy,Burton Valley Christian,83,58,4594,1420,novi christian academy,NOVI
heart academy high school,Harper Woods HEART Academy,83,67,4658,224,chandler park academy high school,HARPER WOODS
owen academy,Detroit Owen,83,45,4674,1353,eton academy,BIRMINGHAM
trix middle school,Detroit Trix,83,47,4675,524,hart middle school,ROCHESTER HILLS
sault area middle school,Sault Area MS,83,51,4812,1078,sault area high school,SAULT SAINTE MARIE
northport middle school,Northport MS,83,52,5064,524,hart middle school,ROCHESTER HILLS
university public school,University Public School,83,74,5476,1195,university high school,FERNDALE
wells township school,Wells Township School,83,70,5482,1288,whitefish township school,PARADISE
golightly education center,Golightly Education Center,83,75,5559,726,lighthouse education center,SAINT JOSEPH
grant school,Grant School,83,69,5571,485,grant high school,GRANT
traverse bay community school,Traverse Bay Community School,83,72,5602,1453,traverse bay mennonite school,TRAVERSE CITY
morey charter school,Morey Charter School,83,73,5657,930,ojibwe charter school,BRIMLEY
muskegon christian school,Muskegon Christian School,83,75,5667,1438,skeels christian school,GLADWIN
unis middle school,Unis School,83,64,5744,1271,west middle school,ROCHESTER HILLS
kiski high school,Saltsburgh Kiski (PA),83,46,5830,567,hopkins high school,HOPKINS
mercersburg high school,Mercersburg (PA),83,41,6168,388,edwardsburg high school,EDWARDSBURG
new wilmington high school,New Wilmington (PA),83,44,6825,835,millington high school,MILLINGTON
borculo christian school,Zeeland Borculo Christian,83,57,7416,1334,calhoun christian school,BATTLE CREEK
meadow montessori,Monroe Meadow Montessori,83,62,8303,1403,meadow montessori school,MONROE
henderson county high school,Henderson County (KY),83,55,8345,522,harrison community high school,Harrison
summit christian academy,East Lansing Summit Christian,83,53,8828,1420,novi christian academy,NOVI
st joseph catholic school,Pewamo St Joseph,83,46,8921,1119,st joseph high school,SAINT JOSEPH
drummond high school,Drummond HS,83,38,9219,1056,roscommon high school,ROSCOMMON
michigan lutheran ms,Michigan Lutheran MS,83,70,9238,1407,michigan lutheran seminary,SAGINAW
beth haven baptist academy,Beth Haven Baptist Academy,83,71,9243,1324,berean baptist academy,ADRIAN
heritage school ,Heritage School ,83,72,9418,541,heritage high school,SAGINAW
hope academy of west michigan high school,Grand Rapids Hope Academy of West Michigan,83,70,9454,565,hope academy of west michigan,Grand Rapids
dearborn heights vista meadows academy,Dearborn Heights Vista Meadows Academy,83,74,9491,322,dearborn heights virtual academy,Dearborn Heights
north central academy 7/8,North Central Academy 7/8,83,72,9642,891,north central academy campus,MANCELONA
st joseph catholic school,St. Joseph Catholic School,83,68,9833,1119,st joseph high school,SAINT JOSEPH
vernor elementary school,Vernor Elementary School,83,74,9984,1262,webb elementary school,FERNDALE
centerpoint christian academy,Burton CenterPoint Christian,82,55,3919,1420,novi christian academy,NOVI
carney-nadeau high school,Carney-Nadeau,82,51,3920,191,carneynadeau public school,Carney
buena vista high school,Saginaw Buena Vista,82,56,3965,85,beal city high school,MOUNT PLEASANT
manistique high school,Manistique,82,50,3981,776,manistee middle high school,MANISTEE
st ignace high school,St Ignace,82,50,3993,1069,saline high school,SALINE
east martin christian high school,East Martin Christian,82,62,3994,1465,western michigan christian high school,NORTON SHORES
escanaba high school,Escanaba,82,50,4016,1064,saginaw high school,SAGINAW
kent occupational high school,Grand Rapids Kent Occupational,82,55,4017,665,kent innovation high school,GRAND RAPIDS
deerfield high school,Deerfield,82,54,4029,345,dexter high school,DEXTER
lutheran northwest high school,Rochester Hills Lutheran Northwest,82,61,4111,910,northwest high school,JACKSON
highland park community high school,Highland Park Community,82,61,4122,416,flat rock community high school,FLAT ROCK
west michigan academy of envir science,Walker West Michigan Academy of Environmental Science,82,75,4135,1268,west mi academy of environmental science,GRAND RAPIDS
notre dame high school,Harper Woods Notre Dame,82,59,4139,899,north lake high school,SAINT CLAIR SHORES
flint northwestern high school,Flint Northwestern,82,53,4164,910,northwest high school,JACKSON
flat rock high school,Flat Rock,82,40,4268,444,fulton high school,MIDDLETON
calvary christian academy,Ypsilanti Calvary Christian,82,58,4310,1330,brockway christian academy,MORLEY
white pine high school,White Pine,82,48,4331,1287,white pigeon jrsr high school,WHITE PIGEON
rudyard high school,Rudyard,82,44,4360,588,ida high school,IDA
vanderbilt high school,Vanderbilt,82,56,4408,399,evart high school,EVART
lakeville memorial high school,Otisville LakeVille Memorial,82,46,4415,692,lakeville high school,OTISVILLE
dollar bay high school,Dollar Bay,82,46,4418,43,anchor bay high school,IRA
lutheran east high school,Harper Woods Lutheran East,82,56,4549,1312,zeeland east high school,ZEELAND
baptist park high school,Taylor Baptist Park,82,51,4587,915,oak park high school,OAK PARK
crockett technical high school,Detroit Crockett,82,47,4622,204,cass technical high school,DETROIT
kent city middle school,Kent City Middle,82,58,4789,663,kent city high school,KENT CITY
fairview middle school,Fairview MS,82,62,4946,926,oakridge middle school,MUSKEGON
nottawa community school,Nottawa Community School,82,73,5387,60,atlanta community schools,ATLANTA
roseville middle school,Roseville MS,82,55,5389,1057,roseville high school,ROSEVILLE
imlay city christian school,Imlay City Christian School,82,73,5402,590,imlay city high school,IMLAY CITY
sandusky christian school,Sandusky Christian School,82,73,5414,1326,bethany christian school,TROY
immanuel lutheran school,Immanuel Lutheran School,82,73,5583,1381,immanuel christian school,ROSCOMMON
family altar christian school,Family Altar Christian School,82,72,5666,1357,faith christian school,CLINTON TOWNSHIP
maryland school for the deaf,Frederick Maryland School for the Deaf (MD),82,62,6766,828,michigan school for the deaf,FLINT
oak park preparatory academy,Oak Park Preparatory Academy,82,71,7418,639,joy preparatory academy,DETROIT
calvary christian academy,Ypsilanti Calvary Christian MS,82,58,7419,1330,brockway christian academy,MORLEY
grand haven public schools,Grand Haven Public Schools,82,69,7882,474,grand haven high school,GRAND HAVEN
holy cross high school,Covington Holy Cross (KY),82,45,8288,558,holly high school,HOLLY
je clark preparatory academy,JE Clark Preparatory Academy,82,71,8408,639,joy preparatory academy,DETROIT
macdowell elementary school,Detriot MacDowell,82,51,8879,1262,webb elementary school,FERNDALE
flint center academy,Flint Center Academy,82,69,9187,421,flint cultural center academy,FLINT
pineview home school,Pineview Home School,82,65,9237,991,pineview homes,EVART
bay city academy high school,Bay City Academy HS,82,57,9346,79,bay city central high school,BAY CITY
st michael high school,Petoskey St Michael ,82,60,9518,1202,utica high school,Utica
liberty middle school,Liberty MS,82,39,9538,524,hart middle school,ROCHESTER HILLS
randolph technical high school,Detroit Randolph Technical HS,82,55,9603,204,cass technical high school,DETROIT
grand rapids adventist high school,Grand Rapids Adventist,82,60,9612,1369,grand rapids christian high school,GRAND RAPIDS
ewen-trout creek high school,Ewen-Trout Creek,81,47,3835,1145,swartz creek high school,SWARTZ CREEK
l'anse creuse high school,Harrison Township L'Anse Creuse,81,48,3955,1070,sand creek high school,SAND CREEK
summerfield high school,Petersburg Summerfield,81,46,3968,814,merrill high school,MERRILL
montrose hill-mccloy high school,Montrose,81,43,3995,552,hillmccloy high school,Montrose
memphis high school,Memphis,81,46,4225,931,okemos high school,OKEMOS
rapid river high school,Rapid River,81,50,4269,1170,three rivers high school,THREE RIVERS
de la salle collegiate ,Warren De La Salle Collegiate,81,57,4305,1347,de la salle collegiate high school,WARREN
utica ford ii high school,Utica Ford,81,44,4420,1202,utica high school,Utica
st agatha high school,Redford St Agatha,81,49,4443,73,bath high school,Bath
forest hills northern high school,Grand Rapids Forest Hills Northern,81,55,4463,1002,port huron northern high school,PORT HURON
sandusky high school,Sandusky,81,43,4516,1070,sand creek high school,SAND CREEK
inland lakes high school,Indian River Inland Lakes,81,49,4554,1111,spring lake high school,SPRING LAKE
lakeside christian high school,East Lansing Lakeside Christian,81,52,4621,1439,south christian high school,BYRON CENTER
jackson alternative school,Jackson Alternative School,81,73,4632,568,horizon alternative school,HILLSDALE
woodland park academy,Grand Blanc Woodland,81,55,4676,696,landmark academy,KIMBALL
chandler park academy ms,Chandler Park Academy MS,81,67,4679,224,chandler park academy high school,HARPER WOODS
beach middle school,Beach MS,81,38,5115,524,hart middle school,ROCHESTER HILLS
allen baptist school,Allen Baptist School,81,71,5374,1429,prairie baptist school,SCOTTS
st john lutheran school,St John Lutheran School,81,69,5450,1464,west michigan lutheran school,WYOMING
byron center christian school jh,Byron Center Christian School JH,81,68,5472,160,byron center charter school,BYRON CENTER
st mary magdalen school,St Mary Magdalen School,81,68,5475,1443,st mary cathedral school,GAYLORD
sherrill school,Sherrill School,81,71,5481,54,asher school,SOUTHGATE
ferry community school,Ferry Community School,81,72,5497,153,buckley community schools,BUCKLEY
lansing christian middle school,Lansing Christian Middle Sch,81,66,5600,1385,jackson christian middle/high school,JACKSON
black river middle school,Holland Black River MS,81,47,5647,926,oakridge middle school,MUSKEGON
shady side academy high school,Pittsburgh Shady Side Academy (PA),81,50,5828,765,madison academy high school,Burton
covington catholic high school,Park Hills Covington Catholic (KY),81,55,6060,1320,austin catholic high school,CHESTERFIELD
woodland hills high school,Pittsburgh Woodland Hills (PA),81,44,6321,122,bloomfield hills high school,BLOOMFIELD TOWNSHIP
merritt academy high school,New Haven Merritt Academy,81,65,7341,765,madison academy high school,Burton
dream academy high school,Benton Harbor DREAM Academy (Closed),81,50,8302,765,madison academy high school,Burton
new era christian school 7/8,New Era Christian School 7/8,81,70,8363,1412,new covenant christian school,LANSING
kansas school for the deaf,Kansas School For The Deaf (KS),81,61,8385,828,michigan school for the deaf,FLINT
cedar springs creative technologies academy,Cedar Springs Creative Technologies Academy ,81,71,8958,309,creative technologies academy,CEDAR SPRINGS
berrien springs andrews academy,Berrien Springs Andrews Academy,81,72,8970,108,berrien springs discovery academy,BERRIEN SPRGS
grand rapids adventist academy,Grand Rapids Adventist Academy,81,71,9221,1371,great lakes adventist academy,CEDAR LAKE
detroit leadership academy,Detroit Leadership Academy,81,73,9696,339,detroit leadership academy high school,DETROIT
hope of detroit academy high school,Hope of Detroit Academy,81,70,9735,566,hope of detroit academy middlehigh,Detroit
