ProperName,PopularName,ProperName_Score,PopularName_Score,MHSAA_SchoolId,SchoolInfo_Index,School_Name,City
tecumseh middle school,Tecumseh Middle School,81,71,5071,1154,tecumseh high school,TECUMSEH
st robert,St Robert,43,38,5072,1131,stuckey center,Redford
watervliet middle school,Watervliet Middle School,81,71,5073,524,hart middle school,ROCHESTER HILLS
galesburg-augusta middle school,Galesburg-Augusta Middle School,85,75,5074,446,galesburgaugusta high school,GALESBURG
millennium middle school,Millennium Middle School,78,65,5075,508,hamilton middle school,HAMILTON
saugatuck middle school,Saugatuck Middle School,82,73,5076,1076,saugatuck high school,SAUGATUCK
gobles middle school,Gobles Middle School,84,74,5077,1271,west middle school,ROCHESTER HILLS
cedar springs middle school,Cedar Springs Middle School,85,73,5078,207,cedar springs high school,CEDAR SPRINGS
pennfield middle school,Pennfield Middle School,73,65,5079,1033,reuther middle school,ROCHESTER HILLS
hancock middle school,Hancock Middle School,91,78,5081,510,hancock middlehigh school,HANCOCK
lakeshore middle school,Lakeshore Middle School,82,73,5082,684,lakeshore high school,STEVENSVILLE
armada middle school,Armada Middle School,84,68,5083,524,hart middle school,ROCHESTER HILLS
manistique area schools,Manistique Area Schools,80,70,5086,697,lanse area school,LANSE
new haven middle school,New Haven Middle School,82,68,5087,873,new haven high school,New Haven
nurnberger middle school,St Louis Nurnberger Middle School,80,59,5088,1033,reuther middle school,ROCHESTER HILLS
montrose kuehn-haven middle school,Montrose Kuehn-Haven Middle School,69,62,5090,1033,reuther middle school,ROCHESTER HILLS
holton middle school,Holton Middle School,90,76,5091,508,hamilton middle school,HAMILTON
portland middle school,Portland Middle School,81,71,5092,1007,portland high school,PORTLAND
addison middle school,Addison Middle School,84,70,5094,508,hamilton middle school,HAMILTON
mt morris middle school,Mt Morris Middle School,76,67,5096,508,hamilton middle school,HAMILTON
gull lake middle school,Richland Gull Lake Middle School,82,64,5100,500,gull lake high school,RICHLAND
addams middle school,Addams Middle School,79,68,5101,524,hart middle school,ROCHESTER HILLS
page middle school,Page Middle School,85,75,5103,926,oakridge middle school,MUSKEGON
brownell middle school,Brownell Middle School,80,70,5104,1271,west middle school,ROCHESTER HILLS
northeast middle school,Midland Northeast Middle School,83,62,5105,524,hart middle school,ROCHESTER HILLS
fair plain middle school,Fair Plain MS,78,44,5106,508,hamilton middle school,HAMILTON
mccord renaissance middle school,McCord Renaissance Middle School,73,69,5107,1029,renaissance high school,PLAINWELL
rittmueller middle school,Rittmueller Middle School,78,65,5108,1033,reuther middle school,ROCHESTER HILLS
sashabaw middle school,Sashabaw Middle School,80,70,5109,524,hart middle school,ROCHESTER HILLS
surline middle school,Surline Middle School,79,70,5110,926,oakridge middle school,MUSKEGON
breckenridge middle school,Breckenridge Middle School,84,76,5112,135,breckenridge high school,Breckenridge
fruitport middle school,Fruitport Middle School,82,73,5113,442,fruitport high school,FRUITPORT
onsted middle school,Onsted Middle School,84,74,5114,1271,west middle school,ROCHESTER HILLS
beach middle school,Beach MS,81,38,5115,524,hart middle school,ROCHESTER HILLS
edwardsburg middle school,Edwardsburg Middle School,83,75,5116,388,edwardsburg high school,EDWARDSBURG
alba middle school,Alba Middle School,83,72,5117,524,hart middle school,ROCHESTER HILLS
hayes middle school,Hayes Middle School,86,76,5119,524,hart middle school,ROCHESTER HILLS
newhall middle school,Newhall Middle School,82,72,5121,524,hart middle school,ROCHESTER HILLS
garden city middle school,Garden City Middle School,83,71,5122,448,garden city high school,GARDEN CITY
salina intermediate school,Salina Intermediate School,68,61,5123,1068,saline alternative high school,SALINE
eastland middle school,Eastland MS,85,45,5124,1271,west middle school,ROCHESTER HILLS
holland west k-7,Holland West K-7,51,46,5126,556,holland high school,HOLLAND
fennville middle school,Fennville Middle School,76,68,5127,803,mayville middle high school,MAYVILLE
seitz middle school,Seitz Middle School,86,76,5128,1271,west middle school,ROCHESTER HILLS
north middle school,Saginaw North Middle School,86,67,5129,524,hart middle school,ROCHESTER HILLS
traverse city west middle school,Traverse City West Middle School,77,68,5130,1175,traverse city high school,TRAVERSE CITY
ionia middle school,Ionia Middle School,83,70,5132,508,hamilton middle school,HAMILTON
new buffalo middle school,New Buffalo Middle School,73,64,5133,872,new buffalo senior high school,NEW BUFFALO
bellaire middle school,Bellaire Middle School,92,79,5134,94,bellaire middlehigh school,BELLAIRE
east grand rapids middle school,East Grand Rapids Middle School,87,73,5138,366,east grand rapids high school,GRAND RAPIDS
"milwood magnet school: a center for math, science & technology",Milwood Magnet School,59,63,5140,1100,southfield high school for the arts and technology,SOUTHFIELD
riley middle school,Riley Middle School,83,70,5141,926,oakridge middle school,MUSKEGON
decatur middle school,Decatur Middle School,82,72,5142,524,hart middle school,ROCHESTER HILLS
charlotte middle school,Charlotte Middle School,88,78,5143,524,hart middle school,ROCHESTER HILLS
warner middle school,Warner Middle School,84,74,5144,524,hart middle school,ROCHESTER HILLS
reed middle school,Reed Middle School,87,72,5145,1033,reuther middle school,ROCHESTER HILLS
tappan middle school,Tappan Middle School,79,68,5146,524,hart middle school,ROCHESTER HILLS
kosciuszko middle school,Hamtramck Kosciuszko Middle School,71,58,5147,1271,west middle school,ROCHESTER HILLS
portage west middle school,Portage West Middle School,82,68,5149,1271,west middle school,ROCHESTER HILLS
laingsburg middle school,Laingsburg Middle School,83,74,5152,674,laingsburg high school,LAINGSBURG
kalkaska middle school,Kalkaska Middle School,81,71,5153,648,kalkaska high school,Kalkaska
portage central middle school,Portage Central Middle School,86,75,5154,1004,portage central high school,PORTAGE
augres-sims middle school,AuGres-Sims Middle School,79,65,5155,61,au gressims high school,Au Gres
paw paw middle school,Paw Paw Middle School,80,67,5156,969,paw paw high school,PAW PAW
east jackson middle school,East Jackson Middle School,80,67,5158,369,east jordan middlehigh school,East Jordan
scranton middle school,Scranton Middle School,82,73,5159,508,hamilton middle school,HAMILTON
white pines middle school,Grand Haven White Pines Middle School,79,63,5160,1271,west middle school,ROCHESTER HILLS
chesaning middle school,Chesaning Middle School,83,71,5161,237,cheboygan middle school,CHEBOYGAN
cantrick middle school,Cantrick Middle School,80,70,5162,524,hart middle school,ROCHESTER HILLS
l'anse creuse middle sch north,L'Anse Creuse Middle Sch North,63,55,5164,1033,reuther middle school,ROCHESTER HILLS
west maple middle school,West Maple Middle School,86,71,5165,1271,west middle school,ROCHESTER HILLS
pittsford middle school,Pittsford Middle School,76,67,5167,508,hamilton middle school,HAMILTON
leslie middle school,Leslie Middle School,84,74,5168,1271,west middle school,ROCHESTER HILLS
derby middle school,Derby Middle School,81,71,5169,237,cheboygan middle school,CHEBOYGAN
crestwood middle school,Crestwood Middle School,83,73,5170,1271,west middle school,ROCHESTER HILLS
hillside middle school,Kalamazoo Hillside Middle School,77,62,5171,508,hamilton middle school,HAMILTON
liberty middle school,Liberty Middle School,82,72,5172,524,hart middle school,ROCHESTER HILLS
east jordan middle school,East Jordan Middle School,93,78,5173,369,east jordan middlehigh school,East Jordan
deerfield middle school,Deerfield Middle School,77,68,5174,1033,reuther middle school,ROCHESTER HILLS
bloomingdale middle school,Bloomingdale Middle School,85,75,5175,123,bloomingdale middle and high school,Bloomingdale
springbrook middle school ,Springbrook Middle School ,71,62,5176,926,oakridge middle school,MUSKEGON
keller middle school,Keller Middle School,83,73,5179,1033,reuther middle school,ROCHESTER HILLS
lee middle school,Lee Middle School,86,74,5180,1271,west middle school,ROCHESTER HILLS
lakeview middle school,Battle Creek Lakeview Middle School,82,60,5181,926,oakridge middle school,MUSKEGON
birmingham covington school,Birmingham Covington School,68,64,5182,545,high point school,Ann Arbor
oakwood middle school,Oakwood Middle School,84,70,5183,926,oakridge middle school,MUSKEGON
forest hills northern hills middle school,Forest Hills Northern Hills Middle School,67,58,5184,1002,port huron northern high school,PORT HURON
best middle school,Best Middle School,94,83,5185,1271,west middle school,ROCHESTER HILLS
chippewa hills intermediate school,Chippewa Hills Intermediate School,77,67,5188,243,chippewa hills high school,REMUS
swan valley middle school,Swan Valley Middle School,83,71,5190,1144,swan valley high school,SAGINAW
fuhrmann middle school,Fuhrmann Middle School,80,70,5191,524,hart middle school,ROCHESTER HILLS
iroquois middle school,Iroquois Middle School,75,65,5192,524,hart middle school,ROCHESTER HILLS
beer middle school,Beer Middle School,87,77,5193,1033,reuther middle school,ROCHESTER HILLS
kenowa hills middle school,Kenowa Hills Middle School,84,72,5195,658,kenowa hills high school,GRAND RAPIDS
wolverine middle school,Wolverine Middle School,92,80,5196,1299,wolverine middlehigh school,Wolverine
vassar middle school,Vassar Middle School,84,74,5198,524,hart middle school,ROCHESTER HILLS
webber middle school,Saginaw Webber Middle School,84,62,5200,1271,west middle school,ROCHESTER HILLS
white pine middle school,White Pine Middle School,78,70,5201,508,hamilton middle school,HAMILTON
romeo middle school,Romeo Middle School,81,70,5202,524,hart middle school,ROCHESTER HILLS
north rockford middle school,North Rockford Middle School,73,67,5203,1033,reuther middle school,ROCHESTER HILLS
reese middle school,Reese Middle School,86,76,5204,1271,west middle school,ROCHESTER HILLS
portage north middle school,Portage North Middle School,80,69,5205,1006,portage northern high school,PORTAGE
pioneer middle school,Pioneer Middle School,81,71,5206,1033,reuther middle school,ROCHESTER HILLS
brandon middle school,Brandon Middle School,80,71,5207,132,brandon high school,ORTONVILLE
bunker middle school,Bunker Middle School,83,73,5208,1033,reuther middle school,ROCHESTER HILLS
delton-kellogg middle school,Delton-Kellogg Middle School,83,72,5210,330,deltonkellogg high school,DELTON
constantine middle school,Constantine Middle School,83,75,5211,290,constantine high school,CONSTANTINE
grandville middle school,Grandville Middle School,83,74,5212,484,grandville high school,GRANDVILLE
northview crossroads middle school,Northview Crossroads Middle School,71,65,5214,957,oxford crossroads day school,Oxford
shumate middle school,Shumate Middle School,87,77,5215,524,hart middle school,ROCHESTER HILLS
andrew g schmidt middle school,Andrew G Schmidt Middle School,71,62,5216,524,hart middle school,ROCHESTER HILLS
power middle school,Power Middle School,86,76,5217,1271,west middle school,ROCHESTER HILLS
clarenceville middle school,Clarenceville Middle School,85,77,5219,254,clarenceville high school,LIVONIA
g r ford middle school,Grand Rapids G R Ford,77,54,5220,926,oakridge middle school,MUSKEGON
martin luther king jr academy,Grand Rapids Martin Luther King Academy,67,66,5221,794,martin luther king jr senior high school,DETROIT
grattan academic ms,Grattan Academic MS,62,56,5222,490,great lakes learning academy mshs,EAST LANSING
drager middle school,Drager Middle School,84,74,5223,524,hart middle school,ROCHESTER HILLS
alger middle school,Grand Rapids Alger Middle School,86,63,5224,524,hart middle school,ROCHESTER HILLS
st francis of assisi school,St Francis Of Assisi School,64,55,5225,366,east grand rapids high school,GRAND RAPIDS
east hills middle school,East Hills Middle School,81,67,5226,1271,west middle school,ROCHESTER HILLS
blissfield middle school,Blissfield Middle School,83,74,5227,121,blissfield high school,BLISSFIELD
algonquin middle school,Algonquin Middle School,80,67,5230,508,hamilton middle school,HAMILTON
bullock creek middle school,Bullock Creek Middle School,85,73,5231,154,bullock creek high school,MIDLAND
whitmore lake middle school,Whitmore Lake Middle School,85,73,5233,1291,whitmore lake high school,WHITMORE LAKE
carleton middle school,Carleton Middle School,86,77,5236,508,hamilton middle school,HAMILTON
meads mill middle school,Meads Mill Middle School,78,67,5237,508,hamilton middle school,HAMILTON
lowrey middle school,Lowrey Middle School,84,74,5238,1271,west middle school,ROCHESTER HILLS
bath middle school,Bath Middle School,89,78,5239,524,hart middle school,ROCHESTER HILLS
legg middle school,Legg Middle School,83,72,5240,1271,west middle school,ROCHESTER HILLS
caro middle school,Caro Middle School,89,78,5241,524,hart middle school,ROCHESTER HILLS
mckinley communication arts academy,McKinley Communication Arts Academy,70,60,5242,821,michigan connections academy,OKEMOS
glen lake middle school,Glen Lake Middle School,78,67,5243,463,glen lake community school,MAPLE CITY
marshall middle school,Westland Marshall Middle School,81,61,5244,791,marshall high school,MARSHALL
roscommon middle school,Roscommon Middle School,82,73,5246,1056,roscommon high school,ROSCOMMON
baseline middle school,Baseline Middle School,79,70,5247,94,bellaire middlehigh school,BELLAIRE
cherryland middle school,Cherryland Middle School,85,72,5249,237,cheboygan middle school,CHEBOYGAN
middle school at parkside,Middle School At Parkside,62,55,5250,1166,the school at marygrove,DETROIT
merrill middle school,Merrill Middle School,80,70,5251,814,merrill high school,MERRILL
chatterton middle school,Chatterton Middle School,86,76,5252,524,hart middle school,ROCHESTER HILLS
holy redeemer school,Holy Redeemer School,67,60,5253,504,hale area school,HALE
pathfinder school,Pathfinder School,76,69,5255,54,asher school,SOUTHGATE
st pius x catholic school,St Pius X Catholic School,73,63,5256,1320,austin catholic high school,CHESTERFIELD
webberville middle school,Webberville Middle School,83,75,5258,1263,webberville high school,WEBBERVILLE
fort gratiot middle school,Fort Gratiot Middle School,73,64,5260,524,hart middle school,ROCHESTER HILLS
st john the evangelist,St John The Evangelist,52,46,5261,1118,st johns high school,SAINT JOHNS
sam adams middle school,Sam Adams Middle School,73,68,5262,524,hart middle school,ROCHESTER HILLS
eau claire middle school,Eau Claire Middle School,83,70,5263,382,eau claire high school,Eau Claire
fulton middle school,Fulton Middle School,86,76,5264,508,hamilton middle school,HAMILTON
albion middle school,Albion Middle School,86,71,5266,508,hamilton middle school,HAMILTON
mc pherson middle school,Mc Pherson Middle School,81,72,5268,237,cheboygan middle school,CHEBOYGAN
lincoln park middle school,Lincoln Park Middle School,84,72,5269,730,lincoln park high school,LINCOLN PARK
strong middle school,Strong Middle School,84,71,5270,1271,west middle school,ROCHESTER HILLS
napoleon middle school,Napoleon Middle School,82,73,5271,508,hamilton middle school,HAMILTON
rose city middle school,Rose City Middle School,78,68,5272,524,hart middle school,ROCHESTER HILLS
willow run intermediate learning ctr,Willow Run Intermediate,63,50,5274,1186,ucs alternative learning center,Sterling Heights
fremont middle school,Fremont Middle School,82,72,5275,524,hart middle school,ROCHESTER HILLS
conner creek academy west,Conner Creek Academy (JHS) West,67,51,5276,1322,battle creek academy,BATTLE CREEK
riverside academy-west,Riverside Academy-West,87,77,5277,1039,riverside academy,DUNDEE
trillium academy 6/7/8,Trillium Academy 6/7/8,84,74,5278,1179,trillium academy,TAYLOR
romulus middle school,Romulus Middle School,77,67,5279,524,hart middle school,ROCHESTER HILLS
st mary's assumption school,St Mary's Assumption School,73,62,5280,1446,st mary's preparatory school,ORCHARD LAKE
washington intermediate school,Washington Intermediate School,65,61,5282,1241,washtenaw international high school,YPSILANTI
vandercook lake middle school,Vandercook Lake Middle School,86,75,5283,1208,vandercook lake high school,JACKSON
armstrong middle school,Armstrong Middle School,84,71,5284,508,hamilton middle school,HAMILTON
st francis de sales jh academy,St Francis de Sales,62,59,5285,482,grand traverse academy,TRAVERSE CITY
hilbert middle school,Hilbert Middle School,87,72,5286,524,hart middle school,ROCHESTER HILLS
baptist park school 7th/8th,Baptist Park School 7th/8th,64,55,5288,1447,st patrick school,PORTLAND
madison middle school,Madison Middle School,84,74,5289,508,hamilton middle school,HAMILTON
kraft meadows middle school,Kraft Meadows Middle School,71,63,5290,524,hart middle school,ROCHESTER HILLS
mill creek middle school,Dexter Mill Creek Middle School,76,62,5292,1033,reuther middle school,ROCHESTER HILLS
boyne city middle school,Boyne City Middle School,83,70,5293,126,boyne city high school,BOYNE CITY
ferris middle school,Ferris Middle School,84,74,5294,1271,west middle school,ROCHESTER HILLS
henry ford academy,Henry Ford Academy 7/8,100,75,5295,536,henry ford academy,Dearborn
perry middle school,Perry Middle School,81,70,5296,524,hart middle school,ROCHESTER HILLS
university liggett middle sch,University Liggett Middle Sch,67,59,5297,1195,university high school,FERNDALE
detroit world outreach christian academy,Detroit World Outreach Christian Academy,70,64,5298,1377,heritage christian academy,KALAMAZOO
lakewood middle school,Lakewood Middle School,81,71,5299,693,lakewood high school,LAKE ODESSA
ch smart middle school,CH Smart Middle School,90,75,5302,524,hart middle school,ROCHESTER HILLS
tekonsha middle school,Tekonsha Middle School,80,70,5304,524,hart middle school,ROCHESTER HILLS
forest hills central middle school,Forest Hills Central Middle School,73,62,5305,1033,reuther middle school,ROCHESTER HILLS
academy of the sacred heart,Academy Of The Sacred Heart,100,81,5306,1314,academy of the sacred heart,BLOOMFIELD HILLS
mather elementary,Mather Elementary,62,56,5308,1262,webb elementary school,FERNDALE
wesleyan christian academy,Wesleyan Christian Academy,84,74,5309,1463,west highland christian academy,MILFORD
johannesburg-lewiston middle school,Johannesburg-Lewiston Middle School,87,78,5310,633,johannesburglewiston high school,Johannesburg
discovery middle school,Discovery Middle School,75,65,5312,928,odyssey middlehigh school,MOUNT PLEASANT
sacred heart academy 7/8,Sacred Heart Academy 7/8,91,77,5313,1436,sacred heart academy,MOUNT PLEASANT
shepherd middle school,Shepherd Middle School,84,74,5314,1033,reuther middle school,ROCHESTER HILLS
torrey hill middle school,Torrey Hill Middle School,74,64,5316,1033,reuther middle school,ROCHESTER HILLS
dolan middle school,Dolan Middle School,81,71,5317,237,cheboygan middle school,CHEBOYGAN
harper woods middle school,Harper Woods Middle School,84,72,5318,518,harper woods high school,HARPER WOODS
parchment middle school,Parchment Middle School,83,73,5319,524,hart middle school,ROCHESTER HILLS
hudsonville christian middle,Hudsonville Christian Middle,70,63,5320,1379,howardsville christian school,MARCELLUS
holy spirit central school,Holy Spirit Central School,78,65,5323,1140,superior central school,Eben Junction
marcellus middle school,Marcellus Middle School,82,73,5324,782,marcellus high school,Marcellus
longfellow middle school,Flint Longfellow Middle School,74,62,5325,508,hamilton middle school,HAMILTON
holmes stem academy,Holmes STEM Academy,77,59,5327,457,genesee stem academy,Flint
christa mc auliffe middle school,Christa Mc Auliffe Middle School,68,60,5328,524,hart middle school,ROCHESTER HILLS
tri-unity christian middle school,Tri-unity Christian Middle School,88,78,5329,1455,tri-unity christian school,WYOMING
emerson middle school,Emerson Middle School,82,72,5330,1271,west middle school,ROCHESTER HILLS
muskegon heights middle school,Muskegon Heights Middle School,80,68,5332,864,muskegon high school,MUSKEGON
mattawan middle school,Mattawan Middle School,81,71,5333,801,mattawan high school,MATTAWAN
hartland middle school,Hartland Middle School,90,75,5334,524,hart middle school,ROCHESTER HILLS
whittier classical academy,Whittier Middle School,79,70,5337,1105,southwestern classical academy,FLINT
avondale middle school,Avondale Middle School,81,71,5339,62,avondale high school,AUBURN HILLS
calvary christian middle school,Calvary Christian Middle School,86,75,5341,1335,calvary christian schools,FRUITPORT
eaton rapids middle school,Eaton Rapids Middle School,84,72,5342,379,eaton rapids high school,EATON RAPIDS
holland woods middle school,Holland Woods Middle School,78,71,5345,1205,van hoosen middle school,ROCHESTER HILLS
ss peter & paul catholic school,SS Peter & Paul Catholic School,67,57,5346,975,pentwater public school,PENTWATER
dansville middle school,Dansville Middle School,82,73,5347,316,dansville high school,DANSVILLE
detour middle school,DeTour Middle School,84,73,5348,1271,west middle school,ROCHESTER HILLS
wilson middle school,Wyandotte Wilson Middle School,86,65,5351,508,hamilton middle school,HAMILTON
blanchette middle school,Blanchette Middle School,76,67,5352,524,hart middle school,ROCHESTER HILLS
kolb intermediate school,Kolb Intermediate School,65,59,5353,1426,pinecrest school,HALE
kalamazoo christian middle school,Kalamazoo Christian Middle School,88,78,5354,1387,kalamazoo christian school,KALAMAZOO
yates middle school,Yates Middle School,86,76,5355,524,hart middle school,ROCHESTER HILLS
macomb christian school 7/8,Macomb Christian School 7/8,80,72,5356,1316,algoma christian school,KENT CITY
brandywine middle school,Brandywine Middle School,76,67,5358,1271,west middle school,ROCHESTER HILLS
oakland christian school,Oakland Christian School,100,88,5361,1422,oakland christian school,AUBURN HILLS
st joseph middle school,Battle Creek St Joseph Middle School,82,62,5362,1119,st joseph high school,SAINT JOSEPH
cranbrook kingswood boys middle school,Cranbrook Kingswood Boys Middle School,65,58,5363,1205,van hoosen middle school,ROCHESTER HILLS
donovan mayotte cath school,Donovan Mayotte Cath School,67,62,5365,938,ontonagon area school,ONTONAGON
negaunee middle school,Negaunee Middle School,81,71,5366,869,negaunee high school,NEGAUNEE
trinity lutheran school,Port Huron Trinity Lutheran School,78,65,5367,1455,tri-unity christian school,WYOMING
st thomas aquinas school,St Thomas Aquinas School,65,58,5370,1114,st charles virtual school,SAINT CHARLES
st mary cathedral middle school,St Mary Cathedral Middle School,87,73,5371,1443,st mary cathedral school,GAYLORD
northern foundation academy,Northern Foundation Academy,75,67,5372,600,international academy,BLOOMFIELD HILLS
c.b. sabbath middle school,River Rouge Sabbath School,73,69,5373,524,hart middle school,ROCHESTER HILLS
allen baptist school,Allen Baptist School,81,71,5374,1429,prairie baptist school,SCOTTS
northern michigan christian middle school,Northern Michigan Christian Middle School,91,80,5376,1416,northern michigan christian school,MC BAIN
all saints middle school,All Saints Middle School,76,67,5381,524,hart middle school,ROCHESTER HILLS
evangel christian academy,Evangel Christian Academy,86,75,5383,1377,heritage christian academy,KALAMAZOO
hoover middle school,Hoover Middle School,84,68,5384,524,hart middle school,ROCHESTER HILLS
lake michigan catholic ms,Lake Michigan Catholic MS,89,74,5385,1392,lake michigan catholic school,SAINT JOSEPH
nottawa community school,Nottawa Community School,82,73,5387,60,atlanta community schools,ATLANTA
zoe christian academy,St Clair Shores Zoe Christian Academy,88,63,5388,1420,novi christian academy,NOVI
roseville middle school,Roseville MS,82,55,5389,1057,roseville high school,ROSEVILLE
david outwin middle school,David Outwin MS,75,47,5391,508,hamilton middle school,HAMILTON
l'anse creuse middle school-central,L'Anse Creuse Middle School-Central,64,57,5392,1033,reuther middle school,ROCHESTER HILLS
handy middle school,Handy Middle School,86,70,5396,524,hart middle school,ROCHESTER HILLS
frost middle school,Frost Middle School,86,76,5397,524,hart middle school,ROCHESTER HILLS
faith christian academy,Faith Christian Academy,94,82,5398,1359,faithway christian academy,BURTON
st mary school,Pinckney St Mary's School,100,63,5400,1445,st mary school,LAKE LEELANAU
holmes middle school,Livonia Holmes Middle School,84,65,5401,1271,west middle school,ROCHESTER HILLS
imlay city christian school,Imlay City Christian School,82,73,5402,590,imlay city high school,IMLAY CITY
st elizabeth catholic school,St Elizabeth Catholic School,70,63,5403,1392,lake michigan catholic school,SAINT JOSEPH
holy family school,Holy Family School,74,63,5404,558,holly high school,HOLLY
holy cross elementary school,Holy Cross Elementary School,72,64,5405,1262,webb elementary school,FERNDALE
mt calvary lutheran school,Mt Calvary Lutheran School,75,68,5407,1335,calvary christian schools,FRUITPORT
cutlerville christian middle school,Cutlerville Christian School,78,77,5409,1355,factoryville christian school,ATHENS
holy ghost lutheran school,Holy Ghost Lutheran School,68,60,5410,1380,huron valley lutheran high school,WESTLAND
st john's lutheran school,St John's Lutheran School,78,67,5411,1464,west michigan lutheran school,WYOMING
brownstown middle school,Brownstown Middle School,81,71,5412,1271,west middle school,ROCHESTER HILLS
sandusky christian school,Sandusky Christian School,82,73,5414,1326,bethany christian school,TROY
grace lutheran school,Grace Lutheran School,79,70,5415,1368,grace christian school,WATERVLIET
st francis xavier middle school,St Francis Xavier Middle School,67,59,5421,369,east jordan middlehigh school,East Jordan
ludington magnet & honors school,Ludington Magnet & Honors School,72,64,5422,756,ludington high school,LUDINGTON
mc michael middle school,Mc Michael Middle School,76,67,5424,524,hart middle school,ROCHESTER HILLS
petoskey middle school,Petoskey Middle School,81,71,5425,979,petoskey high school,PETOSKEY
foch middle school,Foch Middle School,83,72,5426,524,hart middle school,ROCHESTER HILLS
hally magnet middle school,Hally Magnet Middle School,77,64,5427,524,hart middle school,ROCHESTER HILLS
winterhalter middle school,Winterhalter Middle School,77,68,5428,524,hart middle school,ROCHESTER HILLS
edward cerveny middle school,Edward Cerveny Middle School,72,64,5429,926,oakridge middle school,MUSKEGON
drew middle school,Drew Middle School,83,72,5430,524,hart middle school,ROCHESTER HILLS
birney k-8 school,Birney K-8 School,73,67,5431,672,kinney school,MOUNT PLEASANT
noble elementary middle schoolnoble school,Noble School,67,67,5432,437,freeland middle schoolhigh school,FREELAND
winship middle school,Winship Middle School,82,67,5433,1271,west middle school,ROCHESTER HILLS
jackson christian middle school,Jackson Christian Middle School,93,81,5434,1385,jackson christian middle/high school,JACKSON
pinewood middle school,Pinewood Middle School,75,65,5436,1271,west middle school,ROCHESTER HILLS
post middle school,Post Middle School,89,78,5437,1271,west middle school,ROCHESTER HILLS
cadillac middle school,Cadillac Middle School,77,68,5439,508,hamilton middle school,HAMILTON
coffey middle school,Coffey Middle School,79,68,5440,237,cheboygan middle school,CHEBOYGAN
thompson k-8 international academy,Southfield Thompson K-8 International Academy,79,65,5441,629,jenison international academy,JENISON
taft middle school,Taft Middle School,89,78,5443,524,hart middle school,ROCHESTER HILLS
guest middle school,Guest Middle School,92,81,5445,1271,west middle school,ROCHESTER HILLS
trinity christian middle schl,Trinity Christian Middle Schl,80,69,5446,1455,tri-unity christian school,WYOMING
nah tah wahsh psa 6/7/8,Wilson Nah Tah 6/7/8,59,43,5447,867,nah tah wahsh public school academy,WILSON
fremont christian school,Fremont Christian School,88,76,5448,1365,freedom christian school,PITTSFORD
holland middle school,Holland Middle School,82,70,5449,237,cheboygan middle school,CHEBOYGAN
st john lutheran school,St John Lutheran School,81,69,5450,1464,west michigan lutheran school,WYOMING
clintondale middle school,Clintondale Middle School,83,75,5451,263,clintondale high school,CLINTON TOWNSHIP
freedom baptist school 7/8,Freedom Baptist School 7/8,74,65,5452,436,freedom acres school,IONIA
novi christian academy ms,Novi Christian Acad MS,94,73,5453,1420,novi christian academy,NOVI
traverse city east middle school,Traverse City East Middle School,77,68,5454,1175,traverse city high school,TRAVERSE CITY
powell township school,Powell Township School,77,70,5455,1288,whitefish township school,PARADISE
jackson middle school,Jackson Middle School,80,70,5456,619,jackson high school,JACKSON
levey middle school,Levey Middle School,81,70,5458,1271,west middle school,ROCHESTER HILLS
s t e a m academy at mlk jr school,Benton Harbor S T E A M Academy ,61,55,5459,1138,summit academy north high school,ROMULUS
du kette catholic school,Du Kette Catholic School,73,65,5460,1462,west catholic high school,GRAND RAPIDS
gros cap school,Gros Cap School,71,64,5462,851,mosaic school,REMUS
dunn middle school,Dunn Middle School,78,68,5463,503,gwinn middlehigh school,GWINN
dutton christian middle sch,Dutton Christian Middle Sch,73,63,5464,1385,jackson christian middle/high school,JACKSON
st mary school,Mt Morris St Mary School,100,63,5465,1445,st mary school,LAKE LEELANAU
moline christian middle school,Moline Christian Middle School,79,70,5468,1385,jackson christian middle/high school,JACKSON
brake middle school,Brake Middle School,83,73,5469,926,oakridge middle school,MUSKEGON
flint southwestern classical  academy middle school,Southwestern Classical Academy MS,74,86,5470,1105,southwestern classical academy,FLINT
byron center christian school jh,Byron Center Christian School JH,81,68,5472,160,byron center charter school,BYRON CENTER
genesee christian middle school,Genesee Christian Middle School,87,76,5473,1367,genesee christian school,BURTON
st mary magdalen school,St Mary Magdalen School,81,68,5475,1443,st mary cathedral school,GAYLORD
university public school,University Public School,83,74,5476,1195,university high school,FERNDALE
bishop kelley school,Bishop Kelley School,70,65,5477,1452,the valley school,SWARTZ CREEK
zeeland christian middle school,Zeeland Christian Middle School,78,69,5478,1385,jackson christian middle/high school,JACKSON
sherrill school,Sherrill School,81,71,5481,54,asher school,SOUTHGATE
wells township school,Wells Township School,83,70,5482,1288,whitefish township school,PARADISE
zion lutheran school,Zion Lutheran School,78,68,5483,1469,zion christian school,BYRON CENTER
oak valley middle school,Oak Valley Middle School,78,67,5484,926,oakridge middle school,MUSKEGON
north adams-jerome middle school,North Adams-Jerome MS,93,54,5485,889,north adamsjerome middlehigh school,NORTH ADAMS
st paschal school,St Paschal School,76,63,5486,1447,st patrick school,PORTLAND
river of life christian school,River of Life Christian School,77,67,5487,1409,mt. olivet christian school,BELLEVUE
holy angels catholic school,Holy Angels Catholic School,72,66,5488,1424,our lady of the lakes catholic school,WATERFORD
seneca middle school,Seneca Middle School,79,68,5491,524,hart middle school,ROCHESTER HILLS
