School Name,u_school_id,school_district,school_district_id,total_students,teachers,student_teacher_ratio,lunch_free_count,lunch_reduced_count,lunch_total_count,9th,10th,11th,12th,demo_pct_American Indian,demo_pct_Asian,demo_pct_Black,demo_pct_Hispanic,demo_pct_Pacific Islander,demo_pct_White,demo_pct_Two_or_More,Male,Female,HS_ENROLL,Coed,Relig,Locale_x,Community_Type,Charter,Magnet,Relig_subtype,type,Street Address,City,State,ZIP,Locale_y,PSS_COUNTY_NO,County FIPS,Phone,Locale,student_teacher_info,County Name,PSS_ASSOC_1,Title I School,Title 1 School Wide
Kearsley High School,262007005692,Kearsley Community School District,2620070.0,888.0,44.71,19.86,609,84,693,330.0,216.0,156.0,186.0,0.00563063063063063,0.00563063063063063,0.10698198198198199,0.06306306306306306,0.0011261261261261261,0.7657657657657657,0.0518018018018018,0.0005858899439980522,0.000540236182128074,702.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,4302 UNDERHILL DR,FLINT,MI,48506,Suburb: Large,,,,,,,,,
Kearsley Virtual Academy,262007008934,Kearsley Community School District,2620070.0,43.0,0.4,107.5,35,2,37,7.0,13.0,10.0,13.0,0.0,0.0,0.046511627906976744,0.11627906976744186,0.0,0.7441860465116279,0.09302325581395349,0.013520822065981613,0.009734991887506761,30.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,4302 UNDERHILL DR,FLINT,MI,48506,Suburb: Large,,,,,,,,,
Kelloggsville High School,262016005697,Kelloggsville Public Schools,2620160.0,655.0,35.4,18.5,418,24,442,204.0,166.0,165.0,120.0,0.0,0.059541984732824425,0.24580152671755726,0.47480916030534354,0.0,0.17862595419847327,0.04122137404580153,0.0007505390128780374,0.000776178544373871,535.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,4787 Division Ave SW,Wyoming,MI,49548,Suburb: Large,,,,,,,,,
Kenowa Hills High School,262028005702,Kenowa Hills Public Schools,2620280.0,989.0,52.22,18.94,327,65,392,273.0,264.0,235.0,217.0,0.004044489383215369,0.01820020222446916,0.043478260869565216,0.17087967644084934,0.0020222446916076846,0.7249747219413549,0.03640040444893832,0.000498915778313726,0.0005122065674901163,772.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,3825 HENDERSHOT AVE NW,GRAND RAPIDS,MI,49544,Suburb: Large,,,,,,,,,
Kenowa Hills Pathways High School,262028008817,Kenowa Hills Public Schools,2620280.0,91.0,0.8,113.75,55,7,62,7.0,19.0,27.0,38.0,0.0,0.01098901098901099,0.054945054945054944,0.27472527472527475,0.0,0.5714285714285714,0.08791208791208792,0.005313367950730588,0.005675643038280402,53.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,3950 Hendershot NW,Grand Rapids,MI,49544,Suburb: Large,,,,,,,,,
Kensington Woods Schools,260009900612,Kensington Woods Schools,2600099.0,129.0,8.3,15.54,40,5,45,20.0,16.0,18.0,,0.0,0.007751937984496124,0.0,0.007751937984496124,0.0,0.9689922480620154,0.015503875968992248,0.004086292891052221,0.0036656450934439036,54.0,Yes,None,Suburb: Midsize,Suburban,Yes,No,None,public,9501 Pettys Road,Lakeland,MI,48143,Suburb: Midsize,,,,,,,,,
Kent City Alternative High School,262031008219,Kent City Community Schools,2620310.0,6.0,0.4,15.0,‡,‡,‡,0.0,1.0,1.0,,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.08333333333333333,0.08333333333333333,2.0,Yes,None,Rural: Distant,Rural,No,No,None,public,351 N MAIN ST,KENT CITY,MI,49330,Rural: Distant,,,,,,,,,
Kent City High School,262031005708,Kent City Community Schools,2620310.0,386.0,15.3,25.23,139,10,149,89.0,103.0,116.0,78.0,0.0,0.0051813471502590676,0.0,0.21502590673575128,0.0,0.7616580310880829,0.018134715025906734,0.0013154715562833901,0.0012752020188461434,308.0,Yes,None,Rural: Distant,Rural,No,No,None,public,351 NORTH MAIN ST,KENT CITY,MI,49330,Rural: Distant,,,,,,,,,
Kent Education CenterBeltline,268062000888,Kent Isd,2680620.0,47.0,13.0,3.62,35,0,35,18.0,11.0,5.0,5.0,0.0,0.0,0.19148936170212766,0.06382978723404255,0.0,0.5531914893617021,0.19148936170212766,0.017202354006337708,0.004074241738343142,34.0,Yes,None,City: Midsize,City,No,No,None,public,1606 LEFFINGWELL AVE NE,GRAND RAPIDS,MI,49525,City: Midsize,,,,,,,,,
Kingsford High School,260672004267,Breitung Township School District,2606720.0,580.0,29.66,19.55,163,14,177,149.0,157.0,128.0,146.0,0.0034482758620689655,0.005172413793103448,0.0034482758620689655,0.02586206896551724,0.0,0.9120689655172414,0.05,0.0008947681331747919,0.0008293697978596909,434.0,Yes,None,Town: Remote,Town,No,No,None,public,431 HAMILTON AVE,KINGSFORD,MI,49802,Town: Remote,,,,,,,,,
Kingsley Area High School,262038005722,Kingsley Area Schools,2620380.0,500.0,25.44,19.65,183,28,211,130.0,116.0,124.0,130.0,0.006,0.008,0.014,0.026,0.002,0.93,0.014,0.00102,0.00098,370.0,Yes,None,Rural: Distant,Rural,No,No,None,public,402 FENTON ST,KINGSLEY,MI,49649,Rural: Distant,,,,,,,,,
Kingston High School,262040005724,Kingston Community School District,2620400.0,298.0,14.5,20.55,131,24,155,56.0,47.0,47.0,50.0,0.013422818791946308,0.006711409395973154,0.003355704697986577,0.003355704697986577,0.0,0.9630872483221476,0.010067114093959731,0.001756677627133913,0.0015990270708526643,150.0,Yes,None,Rural: Remote,Rural,No,No,None,public,5790 STATE ST,KINGSTON,MI,48741,Rural: Remote,,,,,,,,,
Laingsburg High School,262055005727,Laingsburg Community Schools,2620550.0,381.0,21.38,17.82,71,15,86,97.0,84.0,108.0,92.0,0.0,0.0026246719160104987,0.005249343832020997,0.06824146981627296,0.0,0.9081364829396326,0.015748031496062992,0.0013846694360055386,0.00124000248000496,289.0,Yes,None,Rural: Distant,Rural,No,No,None,public,8008 WOODBURY RD,LAINGSBURG,MI,48848,Rural: Distant,,,,,,,,,
Lake City High School,262061007749,Lake City Area School District,2620610.0,379.0,19.06,19.88,230,49,279,114.0,98.0,77.0,90.0,0.005277044854881266,0.005277044854881266,0.002638522427440633,0.029023746701846966,0.0,0.9129287598944591,0.044854881266490766,0.0012879331110198342,0.001350589316420799,289.0,Yes,None,Rural: Distant,Rural,No,No,None,public,PO Box 900,Lake City,MI,49651,Rural: Distant,,,,,,,,,
Lake Fenton High School,262067005730,Lake Fenton Community Schools,2620670.0,719.0,33.56,21.42,174,26,200,193.0,178.0,158.0,190.0,0.004172461752433936,0.0027816411682892906,0.012517385257301807,0.03616133518776078,0.0013908205841446453,0.9179415855354659,0.025034770514603615,0.0007021806287128042,0.0006886399554318411,529.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,4070 Lahring Rd,Linden,MI,48451,Rural: Fringe,,,,,,,,,
Lake Huron Virtual Hybrid High School,262523008215,New Haven Community Schools,2625230.0,41.0,1.32,31.06,29,1,30,6.0,12.0,16.0,,0.0,0.0,0.14634146341463414,0.024390243902439025,0.024390243902439025,0.7560975609756098,0.04878048780487805,0.0148720999405116,0.009518143961927425,34.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,PO Box 482000,New Haven,MI,48048,Suburb: Large,,,,,,,,,
Lake Orion Community High School,262073005739,Lake Orion Community Schools,2620730.0,2178.0,131.1,16.61,414,49,463,556.0,533.0,546.0,543.0,0.0009182736455463728,0.028466483011937556,0.03627180899908173,0.08585858585858586,0.0013774104683195593,0.7887970615243343,0.05831037649219467,0.00023547099680332838,0.00022366582596985803,1635.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,495 EAST SCRIPPS RD,LAKE ORION,MI,48360,Rural: Fringe,,,,,,,,,
Lake Shore High School,263267006815,Lake Shore Public Schools (macomb),2632670.0,1029.0,60.15,17.11,452,65,517,278.0,240.0,250.0,261.0,0.010689990281827016,0.007774538386783284,0.19144800777453838,0.03595724003887269,0.0029154518950437317,0.6987366375121478,0.052478134110787174,0.00048826972132737586,0.0004835475770205347,768.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,22980 EAST 13 MILE RD,SAINT CLAIR SHORES,MI,48082,Suburb: Large,,,,,,,,,
Lakeland High School,261899005584,Huron Valley Schools,2618990.0,1134.0,66.7,17.0,220,18,238,297.0,257.0,269.0,,0.004409171075837742,0.005291005291005291,0.012345679012345678,0.06525573192239859,0.0008818342151675485,0.8950617283950617,0.01675485008818342,0.00044402763391593493,0.0004378065812516136,823.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1630 BOGIE LAKE RD,WHITE LAKE,MI,48383,Suburb: Large,,,,,,,,,
Laker High School,261309005007,Elkton-pigeon-bay Port Laker Schools,2613090.0,296.0,14.92,19.84,109,14,123,88.0,72.0,61.0,75.0,0.0,0.010135135135135136,0.006756756756756757,0.05067567567567568,0.0,0.9222972972972973,0.010135135135135136,0.001483747260774288,0.0018946311176040907,221.0,Yes,None,Rural: Remote,Rural,No,No,None,public,6136 PIGEON RD,PIGEON,MI,48755,Rural: Remote,,,,,,,,,
Lakeshore High School,262082005745,Lakeshore School District (berrien),2620820.0,872.0,45.32,19.24,200,23,223,224.0,219.0,203.0,226.0,0.006880733944954129,0.02981651376146789,0.051605504587155966,0.0779816513761468,0.0,0.805045871559633,0.028669724770642203,0.0006075877451392981,0.0005392012456863901,646.0,Yes,None,Suburb: Small,Suburban,No,No,None,public,5771 CLEVELAND AVE,STEVENSVILLE,MI,49127,Suburb: Small,,,,,,,,,
Lakeview Alternative High School,262085008913,Lakeview SCH. District (calhoun),2620850.0,64.0,0.59,108.47,40,1,41,1.0,6.0,8.0,49.0,0.0,0.078125,0.140625,0.0625,0.0,0.5,0.21875,0.0087890625,0.0068359375,15.0,Yes,None,City: Small,City,No,No,None,public,15 ARBOR ST,BATTLE CREEK,MI,49015,City: Small,,,,,,,,,
Lakeview High School,262091005764,Lakeview Community Schools (montcalm),2620910.0,376.0,19.5,19.28,148,22,170,89.0,88.0,68.0,61.0,0.0,0.0026595744680851063,0.013297872340425532,0.034574468085106384,0.0,0.9361702127659575,0.013297872340425532,0.0013580805794477138,0.0013014938886373925,245.0,Yes,None,Rural: Distant,Rural,No,No,None,public,9800 YOUNGMAN RD,LAKEVIEW,MI,48850,Rural: Distant,,,,,,,,,
Lakeview High School,262085005749,Lakeview SCH. District (calhoun),2620850.0,1364.0,63.65,21.43,589,83,672,386.0,324.0,367.0,287.0,0.006598240469208211,0.10263929618768329,0.11217008797653959,0.10557184750733138,0.001466275659824047,0.5769794721407625,0.09457478005865103,0.00036818138818895605,0.0003649564417230674,1077.0,Yes,None,City: Small,City,No,No,None,public,15060 Helmer Rd S,Battle Creek,MI,49015,City: Small,,,,,,,,,
Lakeview High School,262088005759,Lakeview Public Schools (macomb),2620880.0,1396.0,58.77,23.75,428,57,485,373.0,389.0,328.0,306.0,0.0035816618911174787,0.0064469914040114614,0.15329512893982808,0.04297994269340974,0.0014326647564469914,0.7299426934097422,0.062320916905444126,0.00034739041551382993,0.0003689419627096658,1090.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,21100 EAST 11 MILE RD,SAINT CLAIR SHORES,MI,48081,Suburb: Large,,,,,,,,,
LakeVille High School,262094005766,Lakeville Community School District,2620940.0,400.0,19.66,20.35,175,15,190,93.0,103.0,88.0,116.0,0.0075,0.0,0.005,0.0625,0.0,0.9,0.025,0.0012875,0.0012125,284.0,Yes,None,Rural: Distant,Rural,No,No,None,public,12455 WILSON RD,OTISVILLE,MI,48463,Rural: Distant,,,,,,,,,
Lakewood High School,262098005774,Lakewood Public Schools,2620980.0,519.0,24.5,21.18,134,31,165,140.0,136.0,124.0,119.0,0.0,0.007707129094412331,0.009633911368015413,0.08092485549132948,0.0019267822736030828,0.8709055876685935,0.028901734104046242,0.0009318349723976374,0.0009949473012054455,400.0,Yes,None,Rural: Distant,Rural,No,No,None,public,7223 VELTE RD,LAKE ODESSA,MI,48849,Rural: Distant,,,,,,,,,
Lamphere Center,262112007673,Lamphere Public Schools,2621120.0,37.0,8.0,4.62,17,1,18,4.0,5.0,,,0.02702702702702703,0.05405405405405406,0.1891891891891892,0.02702702702702703,0.0,0.6216216216216216,0.08108108108108109,0.019722425127830533,0.007304601899196494,9.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,29685 TAWAS ST,MADISON HEIGHTS,MI,48071,Suburb: Large,,,,,,,,,
Lamphere High School,262112005781,Lamphere Public Schools,2621120.0,736.0,38.6,19.07,327,23,350,188.0,177.0,170.0,201.0,0.004076086956521739,0.057065217391304345,0.08559782608695653,0.04619565217391304,0.0,0.7554347826086957,0.051630434782608696,0.0006756557183364839,0.000683039933837429,535.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,610 WEST 13 MILE RD,MADISON HEIGHTS,MI,48071,Suburb: Large,,,,,,,,,
Lapeer High School,262118005840,Lapeer Community Schools,2621180.0,1243.0,48.6,25.58,403,28,431,,415.0,399.0,429.0,0.004022526146419952,0.013676588897827836,0.004827031375703942,0.03781174577634755,0.0008045052292839903,0.9074818986323411,0.031375703942075624,0.00042522923221205287,0.00037927599707193754,814.0,Yes,None,Town: Fringe,Town,No,No,None,public,933 SOUTH SAGINAW ST,LAPEER,MI,48446,Town: Fringe,,,,,,,,,
LaSalle High School,260001203862,ST. Ignace Area Schools,2600012.0,203.0,8.0,25.38,98,14,112,53.0,56.0,42.0,52.0,0.5467980295566502,0.0,0.029556650246305417,0.019704433497536946,0.0,0.3891625615763547,0.014778325123152709,0.002645053265063457,0.0022810551093207796,151.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,W443 PORTAGE ST,SAINT IGNACE,MI,49781,Rural: Fringe,,,,,,,,,
Lawrence JrSr High School,262121005845,Lawrence Public Schools,2621210.0,247.0,14.38,17.18,156,18,174,37.0,48.0,43.0,52.0,0.0,0.004048582995951417,0.016194331983805668,0.3562753036437247,0.0,0.6072874493927125,0.016194331983805668,0.002229179301414545,0.0018194036945368716,128.0,Yes,None,Rural: Distant,Rural,No,No,None,public,650 WEST SAINT JOSEPH ST,LAWRENCE,MI,49064,Rural: Distant,,,,,,,,,
Lawton Accelerated Academic Center,262124001915,Lawton Community School District,2621240.0,55.0,0.4,137.5,39,0,39,2.0,10.0,17.0,,0.0,0.0,0.0,0.16363636363636364,0.0,0.7818181818181819,0.05454545454545454,0.01024793388429752,0.007933884297520661,29.0,Yes,None,Town: Fringe,Town,No,No,None,public,101 PRIMARY WAY,LAWTON,MI,49065,Town: Fringe,,,,,,,,,
Lawton High School,262124005847,Lawton Community School District,2621240.0,300.0,15.35,19.54,107,9,116,70.0,84.0,77.0,69.0,0.0,0.0,0.0033333333333333335,0.15,0.0,0.81,0.03666666666666667,0.0018111111111111112,0.0015222222222222221,231.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,101 PRIMARY WAY,LAWTON,MI,49065,Rural: Fringe,,,,,,,,,
Learning Options High School,262073008778,Lake Orion Community Schools,2620730.0,85.0,3.23,26.32,38,9,47,3.0,19.0,26.0,37.0,0.0,0.011764705882352941,0.023529411764705882,0.15294117647058825,0.0,0.7176470588235294,0.09411764705882353,0.006505190311418685,0.005259515570934257,48.0,Yes,None,Suburb: Large,Suburban,No,Yes,None,public,455 E Scripps Road,Lake Orion,MI,48360,Suburb: Large,,,,,,,,,
Lee High School,261608005260,Godfrey-lee Public Schools,2616080.0,524.0,26.23,19.98,431,48,479,167.0,139.0,129.0,89.0,0.0,0.0,0.07824427480916031,0.8416030534351145,0.0,0.05725190839694656,0.022900763358778626,0.001041605967018239,0.0008667909795466465,435.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1335 Lee St SW,Wyoming,MI,49509,Suburb: Large,,,,,,,,,
Lee M Thurston High School,263228006762,South Redford School District,2632280.0,1009.0,49.56,20.36,545,49,594,242.0,277.0,224.0,266.0,0.002973240832507433,0.004955401387512388,0.7829534192269574,0.036669970267591674,0.0,0.12487611496531219,0.04757185332011893,0.0005127293407891907,0.00047835093671328707,743.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,26255 Schoolcraft,Redford,MI,48239,Suburb: Large,,,,,,,,,
Legacy Academy,260110308902,Detroit Public Schools Community District,2601103.0,24.0,11.0,2.18,21,0,21,6.0,3.0,1.0,,0.0,0.0,0.9583333333333334,0.0,0.0,0.0,0.041666666666666664,0.03298611111111111,0.008680555555555556,10.0,Yes,None,City: Large,City,No,No,None,public,2750 SELDEN ST,DETROIT,MI,48208,City: Large,,,,,,,,,
Legacy High School,261791000090,Hartland Consolidated Schools,2617910.0,46.0,3.7,12.43,16,0,16,2.0,9.0,13.0,22.0,0.0,0.0,0.021739130434782608,0.06521739130434782,0.0,0.9130434782608695,0.0,0.011342155009451795,0.010396975425330813,24.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,9525 EAST HIGHLAND RD,HOWELL,MI,48843,Rural: Fringe,,,,,,,,,
Leslie High School,262145005852,Leslie Public Schools,2621450.0,335.0,21.56,15.54,121,19,140,110.0,78.0,85.0,62.0,0.0,0.008955223880597015,0.011940298507462687,0.020895522388059702,0.0,0.9402985074626866,0.01791044776119403,0.001363332590777456,0.0016217420360882156,273.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,4141 HULL RD,LESLIE,MI,49251,Rural: Fringe,,,,,,,,,
Life Skills Center,268044001584,Northwest Education Services,2680440.0,80.0,17.6,4.55,31,1,32,0.0,0.0,1.0,5.0,0.0125,0.0125,0.025,0.0125,0.0125,0.925,0.0,0.008125,0.0043749999999999995,1.0,Yes,None,Town: Remote,Town,No,No,None,public,880 PARSONS RD,TRAVERSE CITY,MI,49686,Town: Remote,,,,,,,,,
Life Skills Center of Pontiac,260029201723,Life Skills Center Of Pontiac,2600292.0,62.0,2.0,31.0,59,0,59,30.0,17.0,7.0,8.0,0.0,0.0,0.7096774193548387,0.11290322580645161,0.0,0.11290322580645161,0.06451612903225806,0.009365244536940688,0.006763787721123829,54.0,Yes,None,City: Small,City,Yes,No,None,public,142 AUBURN AVE,PONTIAC,MI,48342,City: Small,,,,,,,,,
Lighthouse Academy Juvenile Justice Institute,260094909011,Lighthouse Academy,2600949.0,13.0,1.35,9.63,10,0,10,7.0,3.0,0.0,,0.0,0.0,0.3076923076923077,0.23076923076923078,0.0,0.46153846153846156,0.0,0.0650887573964497,0.01183431952662722,10.0,Yes,None,Suburb: Small,Suburban,Yes,No,None,public,12263 JAMES ST,HOLLAND,MI,49424,Suburb: Small,,,,,,,,,
Lighthouse Academy Ottawa Juvenile Detention Center,260094909010,Lighthouse Academy,2600949.0,28.0,4.58,6.11,25,0,25,13.0,,,,0.03571428571428571,0.0,0.25,0.10714285714285714,0.0,0.5,0.10714285714285714,0.017857142857142856,0.017857142857142856,13.0,Yes,None,Rural: Distant,Rural,Yes,No,None,public,12120 FILLMORE ST,WEST OLIVE,MI,49460,Rural: Distant,,,,,,,,,
Lighthouse Academy The Pier,260094908764,Lighthouse Academy,2600949.0,25.0,2.63,9.51,22,0,22,9.0,10.0,4.0,2.0,0.0,0.0,0.72,0.2,0.0,0.08,0.0,0.0352,0.0048,23.0,Yes,None,City: Midsize,City,Yes,No,None,public,703 Ball Avenue NE,Grand Rapids,MI,49503,City: Midsize,,,,,,,,,
Lincoln Alternative High School,262721001832,Owosso Public Schools,2627210.0,69.0,4.19,16.47,54,1,55,0.0,2.0,13.0,54.0,0.0,0.0,0.0,0.028985507246376812,0.0,0.9710144927536232,0.0,0.007561436672967864,0.006931316950220542,15.0,Yes,None,Town: Distant,Town,No,No,None,public,645 Alger Street,Owosso,MI,48867,Town: Distant,,,,,,,,,
Lincoln High School,263468007048,Van Dyke Public Schools,2634680.0,467.0,31.9,14.64,378,18,396,126.0,121.0,106.0,114.0,0.0,0.03640256959314775,0.7044967880085653,0.03854389721627409,0.0,0.16059957173447537,0.059957173447537475,0.0011417357134014096,0.0009995919097249288,353.0,Yes,None,City: Midsize,City,No,No,None,public,22900 FEDERAL AVE,WARREN,MI,48089,City: Midsize,,,,,,,,,
Lincoln Park High School,262160005866,Lincoln Park School District Of The City Of,2621600.0,1380.0,63.0,21.9,"1,050",76,"1,126",361.0,335.0,315.0,369.0,0.0036231884057971015,0.005072463768115942,0.11811594202898551,0.4644927536231884,0.0007246376811594203,0.3615942028985507,0.0463768115942029,0.00037124553665196383,0.0003533921445074564,1011.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,1701 CHAMPAIGN RD,LINCOLN PARK,MI,48146,Suburb: Large,,,,,,,,,
Lincoln Senior High School,262157005855,Lincoln Consolidated School District,2621570.0,946.0,49.81,18.99,361,31,392,262.0,231.0,206.0,247.0,0.0010570824524312897,0.012684989429175475,0.3033826638477801,0.07610993657505286,0.0021141649048625794,0.5285412262156448,0.07610993657505286,0.0005710033120426946,0.0004860791403885951,699.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,7425 WILLIS RD,YPSILANTI,MI,48197,Rural: Fringe,,,,,,,,,
LincolnKing Adams Young School Grove Campus,260113909006,Lincoln-king Adams-young Academy,2601139.0,525.0,9.0,58.33,523,0,523,,,157.0,146.0,0.0038095238095238095,0.0019047619047619048,0.9904761904761905,0.0038095238095238095,0.0,0.0,0.0,0.0009687074829931973,0.0009360544217687075,157.0,Yes,None,City: Large,City,Yes,No,None,public,13436 GROVE ST,DETROIT,MI,48235,City: Large,,,,,,,,,
Linden High School,262169005870,Linden Community Schools,2621690.0,838.0,41.9,20.0,179,18,197,210.0,218.0,210.0,196.0,0.002386634844868735,0.002386634844868735,0.008353221957040573,0.034606205250596656,0.002386634844868735,0.9164677804295943,0.03341288782816229,0.0006251388406308918,0.0005681785818034758,638.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,7201 SILVER LAKE RD,LINDEN,MI,48451,Suburb: Large,,,,,,,,,
Link Learning Belding,260543008730,Berrien Springs Public Schools,2605430.0,85.0,2.0,42.5,55,3,58,23.0,22.0,31.0,9.0,0.0,0.011764705882352941,0.0,0.09411764705882353,0.011764705882352941,0.8,0.08235294117647059,0.005536332179930796,0.006228373702422145,76.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,9057 Belding Road 2,Belding,MI,48809,Rural: Fringe,,,,,,,,,
Link Learning Escanaba,260543008485,Berrien Springs Public Schools,2605430.0,181.0,1.0,181.0,121,7,128,45.0,42.0,51.0,43.0,0.0718232044198895,0.0,0.0055248618784530384,0.03867403314917127,0.0,0.8397790055248618,0.04419889502762431,0.0020756387167668875,0.003449223161686151,138.0,Yes,None,Town: Remote,Town,No,No,None,public,1620 Ludington St,Escanaba,MI,49829,Town: Remote,,,,,,,,,
Link Learning Grand Rapids Alger Heights,260543008617,Berrien Springs Public Schools,2605430.0,230.0,4.0,57.5,191,4,195,55.0,56.0,78.0,41.0,0.0,0.004347826086956522,0.3826086956521739,0.41739130434782606,0.0,0.12608695652173912,0.06956521739130435,0.0019848771266540643,0.0023629489603024575,189.0,Yes,None,City: Midsize,City,No,No,None,public,2431 EASTERN AVE SE,GRAND RAPIDS,MI,49507,City: Midsize,,,,,,,,,
Link Learning Grand Rapids Fuller Ave,260543008711,Berrien Springs Public Schools,2605430.0,178.0,2.0,89.0,140,4,144,51.0,48.0,49.0,30.0,0.0056179775280898875,0.0,0.33707865168539325,0.2808988764044944,0.0,0.23595505617977527,0.1404494382022472,0.002398687034465345,0.003219290493624542,148.0,Yes,None,City: Midsize,City,No,No,None,public,1309 LEONARD ST NE,GRAND RAPIDS,MI,49505,City: Midsize,,,,,,,,,
Link Learning Howard CityTri County,260543008529,Berrien Springs Public Schools,2605430.0,79.0,2.0,39.5,53,2,55,25.0,23.0,24.0,7.0,0.0,0.0,0.012658227848101266,0.11392405063291139,0.0,0.8354430379746836,0.0379746835443038,0.0056080756289056235,0.007050152219195641,72.0,Yes,None,Rural: Distant,Rural,No,No,None,public,412 EAST EDGERTON ST 207,HOWARD CITY,MI,49329,Rural: Distant,,,,,,,,,
Link Learning Kenowa Hills,260543008753,Berrien Springs Public Schools,2605430.0,190.0,3.0,63.33,141,7,148,55.0,45.0,55.0,35.0,0.005263157894736842,0.0,0.12105263157894737,0.2578947368421053,0.0,0.5473684210526316,0.06842105263157895,0.002188365650969529,0.0030747922437673134,155.0,Yes,None,Suburb: Large,Suburban,No,No,None,public,3233 Alpine Avenue NW,Grand Rapids,MI,49544,Suburb: Large,,,,,,,,,
Link Learning Lakeview,260543008607,Berrien Springs Public Schools,2605430.0,80.0,1.0,80.0,51,2,53,20.0,17.0,28.0,15.0,0.0,0.0,0.0,0.0625,0.0,0.925,0.0125,0.0073437500000000005,0.005156249999999999,65.0,Yes,None,Rural: Distant,Rural,No,No,None,public,9720 N GREENVILLE RD,LAKEVIEW,MI,48850,Rural: Distant,,,,,,,,,
Link Learning Menominee,260543008642,Berrien Springs Public Schools,2605430.0,104.0,2.0,52.0,61,2,63,27.0,27.0,32.0,18.0,0.019230769230769232,0.0,0.019230769230769232,0.08653846153846154,0.0,0.8653846153846154,0.009615384615384616,0.003790680473372781,0.005824704142011834,86.0,Yes,None,Town: Distant,Town,No,No,None,public,955 1ST ST,MENOMINEE,MI,49858,Town: Distant,,,,,,,,,
Link Learning Merrill,260543008969,Berrien Springs Public Schools,2605430.0,91.0,1.0,91.0,63,3,66,29.0,30.0,17.0,15.0,0.0,0.0,0.10989010989010989,0.16483516483516483,0.0,0.7032967032967034,0.02197802197802198,0.004951092863180775,0.006037918125830214,76.0,Yes,None,Rural: Distant,Rural,No,No,None,public,148 N MIDLAND ST,MERRILL,MI,48637,Rural: Distant,,,,,,,,,
Link Learning Schoolcraft,260543008584,Berrien Springs Public Schools,2605430.0,163.0,1.0,163.0,127,3,130,53.0,39.0,42.0,29.0,0.006134969325153374,0.0,0.05521472392638037,0.10429447852760736,0.0,0.754601226993865,0.07975460122699386,0.0027852007979223907,0.003349768527230983,134.0,Yes,None,Town: Fringe,Town,No,No,None,public,210 ENTERPRISE DR,THREE RIVERS,MI,49093,Town: Fringe,,,,,,,,,
Link Learning St Louis,260543008736,Berrien Springs Public Schools,2605430.0,135.0,1.0,135.0,100,3,103,34.0,33.0,45.0,23.0,0.007407407407407408,0.0,0.022222222222222223,0.17037037037037037,0.0,0.7851851851851852,0.014814814814814815,0.0033470507544581616,0.004060356652949245,112.0,Yes,None,Town: Distant,Town,No,No,None,public,227 N Mill,St Louis,MI,48880,Town: Distant,,,,,,,,,
Link Learning StantonCentral Montcalm,260543008478,Berrien Springs Public Schools,2605430.0,114.0,1.0,114.0,93,1,94,29.0,40.0,30.0,15.0,0.0,0.0,0.008771929824561403,0.10526315789473684,0.0,0.8596491228070176,0.02631578947368421,0.0036164973838104034,0.0051554324407510005,99.0,Yes,None,Rural: Distant,Rural,No,No,None,public,710 N STATE ST,STANTON,MI,48888,Rural: Distant,,,,,,,,,
Litchfield High School,262175005873,Litchfield Community Schools,2621750.0,140.0,7.34,19.07,98,1,99,18.0,22.0,19.0,,0.0,0.0,0.0,0.03571428571428571,0.0,0.8714285714285714,0.09285714285714286,0.003316326530612245,0.003826530612244898,59.0,Yes,None,Rural: Distant,Rural,No,No,None,public,210 WILLIAMS ST,LITCHFIELD,MI,49252,Rural: Distant,,,,,,,,,
Lowell Senior High School,262205005926,Lowell Area Schools,2622050.0,1125.0,56.32,19.98,217,45,262,298.0,279.0,281.0,267.0,0.0026666666666666666,0.009777777777777778,0.0071111111111111115,0.04711111111111111,0.0,0.9102222222222223,0.02311111111111111,0.00045590123456790117,0.00043298765432098766,858.0,Yes,None,Rural: Fringe,Rural,No,No,None,public,11700 VERGENNES ST,LOWELL,MI,49331,Rural: Fringe,,,,,,,,,
